FIPS_x,state,county,target_2016,FIPS_y,target_2020
16057.0,ID,LATAH,0,16057.0,0
16059.0,ID,LEMHI,1,16059.0,1
16061.0,ID,LEWIS,1,16061.0,1
16063.0,ID,LINCOLN,1,16063.0,1
16065.0,ID,MADISON,1,16065.0,1
16067.0,ID,MINIDOKA,1,16067.0,1
16069.0,ID,NEZ PERCE,1,16069.0,1
16071.0,ID,ONEIDA,1,16071.0,1
16073.0,ID,OWYHEE,1,16073.0,1
16075.0,ID,PAYETTE,1,16075.0,1
16077.0,ID,POWER,1,16077.0,1
16079.0,ID,SHOSHONE,1,16079.0,1
16081.0,ID,TETON,1,16081.0,0
16083.0,ID,TWIN FALLS,1,16083.0,1
16085.0,ID,VALLEY,1,16085.0,1
16087.0,ID,WASHINGTON,1,16087.0,1
17001.0,IL,ADAMS,1,17001.0,1
17003.0,IL,ALEXANDER,1,17003.0,1
17005.0,IL,BOND,1,17005.0,1
17007.0,IL,BOONE,1,17007.0,1
17009.0,IL,BROWN,1,17009.0,1
17011.0,IL,BUREAU,1,17011.0,1
17013.0,IL,CALHOUN,1,17013.0,1
17015.0,IL,CARROLL,1,17015.0,1
17017.0,IL,CASS,1,17017.0,1
17019.0,IL,CHAMPAIGN,0,17019.0,0
17021.0,IL,CHRISTIAN,1,17021.0,1
17023.0,IL,CLARK,1,17023.0,1
17025.0,IL,CLAY,1,17025.0,1
17027.0,IL,CLINTON,1,17027.0,1
17029.0,IL,COLES,1,17029.0,1
17031.0,IL,COOK,0,17031.0,0
17033.0,IL,CRAWFORD,1,17033.0,1
17035.0,IL,CUMBERLAND,1,17035.0,1
17037.0,IL,DEKALB,0,17037.0,0
17039.0,IL,DE WITT,1,17039.0,1
17041.0,IL,DOUGLAS,1,17041.0,1
17043.0,IL,DUPAGE,0,17043.0,0
17045.0,IL,EDGAR,1,17045.0,1
17047.0,IL,EDWARDS,1,17047.0,1
17049.0,IL,EFFINGHAM,1,17049.0,1
17051.0,IL,FAYETTE,1,17051.0,1
17053.0,IL,FORD,1,17053.0,1
17055.0,IL,FRANKLIN,1,17055.0,1
17057.0,IL,FULTON,1,17057.0,1
17059.0,IL,GALLATIN,1,17059.0,1
17061.0,IL,GREENE,1,17061.0,1
17063.0,IL,GRUNDY,1,17063.0,1
17065.0,IL,HAMILTON,1,17065.0,1
17067.0,IL,HANCOCK,1,17067.0,1
17069.0,IL,HARDIN,1,17069.0,1
17071.0,IL,HENDERSON,1,17071.0,1
17073.0,IL,HENRY,1,17073.0,1
17075.0,IL,IROQUOIS,1,17075.0,1
17077.0,IL,JACKSON,0,17077.0,0
17079.0,IL,JASPER,1,17079.0,1
17081.0,IL,JEFFERSON,1,17081.0,1
17083.0,IL,JERSEY,1,17083.0,1
17085.0,IL,JO DAVIESS,1,17085.0,1
17087.0,IL,JOHNSON,1,17087.0,1
17089.0,IL,KANE,0,17089.0,0
17091.0,IL,KANKAKEE,1,17091.0,1
17093.0,IL,KENDALL,1,17093.0,0
17095.0,IL,KNOX,1,17095.0,1
17097.0,IL,LAKE,0,17097.0,0
17099.0,IL,LASALLE,1,17099.0,1
17101.0,IL,LAWRENCE,1,17101.0,1
17103.0,IL,LEE,1,17103.0,1
17105.0,IL,LIVINGSTON,1,17105.0,1
17107.0,IL,LOGAN,1,17107.0,1
17109.0,IL,MCDONOUGH,1,17109.0,1
17111.0,IL,MCHENRY,1,17111.0,1
17113.0,IL,MCLEAN,1,17113.0,0
17115.0,IL,MACON,1,17115.0,1
17117.0,IL,MACOUPIN,1,17117.0,1
17119.0,IL,MADISON,1,17119.0,1
17121.0,IL,MARION,1,17121.0,1
17123.0,IL,MARSHALL,1,17123.0,1
17125.0,IL,MASON,1,17125.0,1
17127.0,IL,MASSAC,1,17127.0,1
17129.0,IL,MENARD,1,17129.0,1
17131.0,IL,MERCER,1,17131.0,1
17133.0,IL,MONROE,1,17133.0,1
17135.0,IL,MONTGOMERY,1,17135.0,1
17137.0,IL,MORGAN,1,17137.0,1
17139.0,IL,MOULTRIE,1,17139.0,1
17141.0,IL,OGLE,1,17141.0,1
17143.0,IL,PEORIA,0,17143.0,0
17145.0,IL,PERRY,1,17145.0,1
17147.0,IL,PIATT,1,17147.0,1
17149.0,IL,PIKE,1,17149.0,1
17151.0,IL,POPE,1,17151.0,1
17153.0,IL,PULASKI,1,17153.0,1
17155.0,IL,PUTNAM,1,17155.0,1
17157.0,IL,RANDOLPH,1,17157.0,1
17159.0,IL,RICHLAND,1,17159.0,1
17161.0,IL,ROCK ISLAND,0,17161.0,0
17163.0,IL,ST. CLAIR,0,17163.0,0
17165.0,IL,SALINE,1,17165.0,1
17167.0,IL,SANGAMON,1,17167.0,1
17169.0,IL,SCHUYLER,1,17169.0,1
17171.0,IL,SCOTT,1,17171.0,1
17173.0,IL,SHELBY,1,17173.0,1
17175.0,IL,STARK,1,17175.0,1
17177.0,IL,STEPHENSON,1,17177.0,1
17179.0,IL,TAZEWELL,1,17179.0,1
17181.0,IL,UNION,1,17181.0,1
17183.0,IL,VERMILION,1,17183.0,1
17185.0,IL,WABASH,1,17185.0,1
17187.0,IL,WARREN,1,17187.0,1
17189.0,IL,WASHINGTON,1,17189.0,1
17191.0,IL,WAYNE,1,17191.0,1
17193.0,IL,WHITE,1,17193.0,1
17195.0,IL,WHITESIDE,1,17195.0,1
17197.0,IL,WILL,0,17197.0,0
17199.0,IL,WILLIAMSON,1,17199.0,1
17201.0,IL,WINNEBAGO,0,17201.0,0
17203.0,IL,WOODFORD,1,17203.0,1
18001.0,IN,ADAMS,1,18001.0,1
18003.0,IN,ALLEN,1,18003.0,1
18005.0,IN,BARTHOLOMEW,1,18005.0,1
18007.0,IN,BENTON,1,18007.0,1
18009.0,IN,BLACKFORD,1,18009.0,1
18011.0,IN,BOONE,1,18011.0,1
18013.0,IN,BROWN,1,18013.0,1
18015.0,IN,CARROLL,1,18015.0,1
18017.0,IN,CASS,1,18017.0,1
18019.0,IN,CLARK,1,18019.0,1
18021.0,IN,CLAY,1,18021.0,1
18023.0,IN,CLINTON,1,18023.0,1
18025.0,IN,CRAWFORD,1,18025.0,1
18027.0,IN,DAVIESS,1,18027.0,1
18029.0,IN,DEARBORN,1,18029.0,1
18031.0,IN,DECATUR,1,18031.0,1
18033.0,IN,DEKALB,1,18033.0,1
18035.0,IN,DELAWARE,1,18035.0,1
18037.0,IN,DUBOIS,1,18037.0,1
18039.0,IN,ELKHART,1,18039.0,1
18041.0,IN,FAYETTE,1,18041.0,1
18043.0,IN,FLOYD,1,18043.0,1
18045.0,IN,FOUNTAIN,1,18045.0,1
18047.0,IN,FRANKLIN,1,18047.0,1
18049.0,IN,FULTON,1,18049.0,1
18051.0,IN,GIBSON,1,18051.0,1
18053.0,IN,GRANT,1,18053.0,1
18055.0,IN,GREENE,1,18055.0,1
18057.0,IN,HAMILTON,1,18057.0,1
18059.0,IN,HANCOCK,1,18059.0,1
18061.0,IN,HARRISON,1,18061.0,1
18063.0,IN,HENDRICKS,1,18063.0,1
18065.0,IN,HENRY,1,18065.0,1
18067.0,IN,HOWARD,1,18067.0,1
18069.0,IN,HUNTINGTON,1,18069.0,1
18071.0,IN,JACKSON,1,18071.0,1
18073.0,IN,JASPER,1,18073.0,1
18075.0,IN,JAY,1,18075.0,1
18077.0,IN,JEFFERSON,1,18077.0,1
18079.0,IN,JENNINGS,1,18079.0,1
18081.0,IN,JOHNSON,1,18081.0,1
18083.0,IN,KNOX,1,18083.0,1
18085.0,IN,KOSCIUSKO,1,18085.0,1
18087.0,IN,LAGRANGE,1,18087.0,1
18089.0,IN,LAKE,0,18089.0,0
18091.0,IN,LAPORTE,1,18091.0,1
18093.0,IN,LAWRENCE,1,18093.0,1
18095.0,IN,MADISON,1,18095.0,1
18097.0,IN,MARION,0,18097.0,0
18099.0,IN,MARSHALL,1,18099.0,1
18101.0,IN,MARTIN,1,18101.0,1
18103.0,IN,MIAMI,1,18103.0,1
18105.0,IN,MONROE,0,18105.0,0
18107.0,IN,MONTGOMERY,1,18107.0,1
18109.0,IN,MORGAN,1,18109.0,1
18111.0,IN,NEWTON,1,18111.0,1
18113.0,IN,NOBLE,1,18113.0,1
18115.0,IN,OHIO,1,18115.0,1
18117.0,IN,ORANGE,1,18117.0,1
18119.0,IN,OWEN,1,18119.0,1
18121.0,IN,PARKE,1,18121.0,1
18123.0,IN,PERRY,1,18123.0,1
18125.0,IN,PIKE,1,18125.0,1
18127.0,IN,PORTER,1,18127.0,1
18129.0,IN,POSEY,1,18129.0,1
18131.0,IN,PULASKI,1,18131.0,1
18133.0,IN,PUTNAM,1,18133.0,1
18135.0,IN,RANDOLPH,1,18135.0,1
18137.0,IN,RIPLEY,1,18137.0,1
18139.0,IN,RUSH,1,18139.0,1
18141.0,IN,ST. JOSEPH,0,18141.0,0
18143.0,IN,SCOTT,1,18143.0,1
18145.0,IN,SHELBY,1,18145.0,1
18147.0,IN,SPENCER,1,18147.0,1
18149.0,IN,STARKE,1,18149.0,1
18151.0,IN,STEUBEN,1,18151.0,1
18153.0,IN,SULLIVAN,1,18153.0,1
18155.0,IN,SWITZERLAND,1,18155.0,1
18157.0,IN,TIPPECANOE,1,18157.0,0
18159.0,IN,TIPTON,1,18159.0,1
18161.0,IN,UNION,1,18161.0,1
18163.0,IN,VANDERBURGH,1,18163.0,1
18165.0,IN,VERMILLION,1,18165.0,1
18167.0,IN,VIGO,1,18167.0,1
18169.0,IN,WABASH,1,18169.0,1
18171.0,IN,WARREN,1,18171.0,1
18173.0,IN,WARRICK,1,18173.0,1
18175.0,IN,WASHINGTON,1,18175.0,1
18177.0,IN,WAYNE,1,18177.0,1
18179.0,IN,WELLS,1,18179.0,1
18181.0,IN,WHITE,1,18181.0,1
18183.0,IN,WHITLEY,1,18183.0,1
19001.0,IA,ADAIR,1,19001.0,1
19003.0,IA,ADAMS,1,19003.0,1
19005.0,IA,ALLAMAKEE,1,19005.0,1
19007.0,IA,APPANOOSE,1,19007.0,1
19009.0,IA,AUDUBON,1,19009.0,1
19011.0,IA,BENTON,1,19011.0,0
19013.0,IA,BLACK HAWK,0,19013.0,0
19015.0,IA,BOONE,1,19015.0,0
19017.0,IA,BREMER,1,19017.0,0
19019.0,IA,BUCHANAN,1,19019.0,0
19021.0,IA,BUENA VISTA,1,19021.0,1
19023.0,IA,BUTLER,1,19023.0,1
19025.0,IA,CALHOUN,1,19025.0,1
19027.0,IA,CARROLL,1,19027.0,1
19029.0,IA,CASS,1,19029.0,1
19031.0,IA,CEDAR,1,19031.0,0
19033.0,IA,CERRO GORDO,1,19033.0,0
19035.0,IA,CHEROKEE,1,19035.0,1
19037.0,IA,CHICKASAW,1,19037.0,1
19039.0,IA,CLARKE,1,19039.0,1
19041.0,IA,CLAY,1,19041.0,1
19043.0,IA,CLAYTON,1,19043.0,0
19045.0,IA,CLINTON,1,19045.0,0
19047.0,IA,CRAWFORD,1,19047.0,1
19049.0,IA,DALLAS,1,19049.0,0
19051.0,IA,DAVIS,1,19051.0,1
19053.0,IA,DECATUR,1,19053.0,1
19055.0,IA,DELAWARE,1,19055.0,1
19057.0,IA,DES MOINES,1,19057.0,0
19059.0,IA,DICKINSON,1,19059.0,1
19061.0,IA,DUBUQUE,1,19061.0,0
19063.0,IA,EMMET,1,19063.0,1
19065.0,IA,FAYETTE,1,19065.0,0
19067.0,IA,FLOYD,1,19067.0,0
19069.0,IA,FRANKLIN,1,19069.0,1
19071.0,IA,FREMONT,1,19071.0,1
19073.0,IA,GREENE,1,19073.0,1
19075.0,IA,GRUNDY,1,19075.0,1
19077.0,IA,GUTHRIE,1,19077.0,1
19079.0,IA,HAMILTON,1,19079.0,1
19081.0,IA,HANCOCK,1,19081.0,1
19083.0,IA,HARDIN,1,19083.0,1
19085.0,IA,HARRISON,1,19085.0,1
19087.0,IA,HENRY,1,19087.0,1
19089.0,IA,HOWARD,1,19089.0,0
19091.0,IA,HUMBOLDT,1,19091.0,1
19093.0,IA,IDA,1,19093.0,1
19095.0,IA,IOWA,1,19095.0,1
19097.0,IA,JACKSON,1,19097.0,0
19099.0,IA,JASPER,1,19099.0,0
19101.0,IA,JEFFERSON,1,19101.0,0
19103.0,IA,JOHNSON,0,19103.0,0
19105.0,IA,JONES,1,19105.0,0
19107.0,IA,KEOKUK,1,19107.0,1
19109.0,IA,KOSSUTH,1,19109.0,1
19111.0,IA,LEE,1,19111.0,0
19113.0,IA,LINN,0,19113.0,0
19115.0,IA,LOUISA,1,19115.0,1
19117.0,IA,LUCAS,1,19117.0,1
19119.0,IA,LYON,1,19119.0,1
19121.0,IA,MADISON,1,19121.0,1
19123.0,IA,MAHASKA,1,19123.0,1
19125.0,IA,MARION,1,19125.0,1
19127.0,IA,MARSHALL,1,19127.0,0
19129.0,IA,MILLS,1,19129.0,1
19131.0,IA,MITCHELL,1,19131.0,1
19133.0,IA,MONONA,1,19133.0,1
19135.0,IA,MONROE,1,19135.0,1
19137.0,IA,MONTGOMERY,1,19137.0,1
19139.0,IA,MUSCATINE,1,19139.0,0
19141.0,IA,O'BRIEN,1,19141.0,1
19143.0,IA,OSCEOLA,1,19143.0,1
19145.0,IA,PAGE,1,19145.0,1
19147.0,IA,PALO ALTO,1,19147.0,1
19149.0,IA,PLYMOUTH,1,19149.0,1
19151.0,IA,POCAHONTAS,1,19151.0,1
19153.0,IA,POLK,0,19153.0,0
19155.0,IA,POTTAWATTAMIE,1,19155.0,0
19157.0,IA,POWESHIEK,1,19157.0,0
19159.0,IA,RINGGOLD,1,19159.0,1
19161.0,IA,SAC,1,19161.0,1
19163.0,IA,SCOTT,0,19163.0,0
19165.0,IA,SHELBY,1,19165.0,1
19167.0,IA,SIOUX,1,19167.0,1
19169.0,IA,STORY,0,19169.0,0
19171.0,IA,TAMA,1,19171.0,0
19173.0,IA,TAYLOR,1,19173.0,1
19175.0,IA,UNION,1,19175.0,1
19177.0,IA,VAN BUREN,1,19177.0,1
19179.0,IA,WAPELLO,1,19179.0,0
19181.0,IA,WARREN,1,19181.0,0
19183.0,IA,WASHINGTON,1,19183.0,0
19185.0,IA,WAYNE,1,19185.0,1
19187.0,IA,WEBSTER,1,19187.0,1
19189.0,IA,WINNEBAGO,1,19189.0,0
19191.0,IA,WINNESHIEK,1,19191.0,0
19193.0,IA,WOODBURY,1,19193.0,0
19195.0,IA,WORTH,1,19195.0,0
19197.0,IA,WRIGHT,1,19197.0,1
20001.0,KS,ALLEN,1,20001.0,1
20003.0,KS,ANDERSON,1,20003.0,1
20005.0,KS,ATCHISON,1,20005.0,1
20007.0,KS,BARBER,1,20007.0,1
20009.0,KS,BARTON,1,20009.0,1
20011.0,KS,BOURBON,1,20011.0,1
20013.0,KS,BROWN,1,20013.0,1
20015.0,KS,BUTLER,1,20015.0,1
20017.0,KS,CHASE,1,20017.0,1
20019.0,KS,CHAUTAUQUA,1,20019.0,1
20021.0,KS,CHEROKEE,1,20021.0,1
20023.0,KS,CHEYENNE,1,20023.0,1
20025.0,KS,CLARK,1,20025.0,1
20027.0,KS,CLAY,1,20027.0,1
20029.0,KS,CLOUD,1,20029.0,1
20031.0,KS,COFFEY,1,20031.0,1
20033.0,KS,COMANCHE,1,20033.0,1
20035.0,KS,COWLEY,1,20035.0,1
20037.0,KS,CRAWFORD,1,20037.0,1
20039.0,KS,DECATUR,1,20039.0,1
20041.0,KS,DICKINSON,1,20041.0,1
20043.0,KS,DONIPHAN,1,20043.0,1
20045.0,KS,DOUGLAS,0,20045.0,0
20047.0,KS,EDWARDS,1,20047.0,1
20049.0,KS,ELK,1,20049.0,1
20051.0,KS,ELLIS,1,20051.0,1
20053.0,KS,ELLSWORTH,1,20053.0,1
20055.0,KS,FINNEY,1,20055.0,1
20057.0,KS,FORD,1,20057.0,1
20059.0,KS,FRANKLIN,1,20059.0,1
20061.0,KS,GEARY,1,20061.0,1
20063.0,KS,GOVE,1,20063.0,1
20065.0,KS,GRAHAM,1,20065.0,1
20067.0,KS,GRANT,1,20067.0,1
20069.0,KS,GRAY,1,20069.0,1
20071.0,KS,GREELEY,1,20071.0,1
20073.0,KS,GREENWOOD,1,20073.0,1
20075.0,KS,HAMILTON,1,20075.0,1
20077.0,KS,HARPER,1,20077.0,1
20079.0,KS,HARVEY,1,20079.0,1
20081.0,KS,HASKELL,1,20081.0,1
20083.0,KS,HODGEMAN,1,20083.0,1
20085.0,KS,JACKSON,1,20085.0,1
20087.0,KS,JEFFERSON,1,20087.0,1
20089.0,KS,JEWELL,1,20089.0,1
20091.0,KS,JOHNSON,1,20091.0,0
20093.0,KS,KEARNY,1,20093.0,1
20095.0,KS,KINGMAN,1,20095.0,1
20097.0,KS,KIOWA,1,20097.0,1
20099.0,KS,LABETTE,1,20099.0,1
20101.0,KS,LANE,1,20101.0,1
20103.0,KS,LEAVENWORTH,1,20103.0,1
20105.0,KS,LINCOLN,1,20105.0,1
20107.0,KS,LINN,1,20107.0,1
20109.0,KS,LOGAN,1,20109.0,1
20111.0,KS,LYON,1,20111.0,1
20113.0,KS,MCPHERSON,1,20113.0,1
20115.0,KS,MARION,1,20115.0,1
20117.0,KS,MARSHALL,1,20117.0,1
20119.0,KS,MEADE,1,20119.0,1
20121.0,KS,MIAMI,1,20121.0,1
20123.0,KS,MITCHELL,1,20123.0,1
20125.0,KS,MONTGOMERY,1,20125.0,1
20127.0,KS,MORRIS,1,20127.0,1
20129.0,KS,MORTON,1,20129.0,1
20131.0,KS,NEMAHA,1,20131.0,1
20133.0,KS,NEOSHO,1,20133.0,1
20135.0,KS,NESS,1,20135.0,1
20137.0,KS,NORTON,1,20137.0,1
20139.0,KS,OSAGE,1,20139.0,1
20141.0,KS,OSBORNE,1,20141.0,1
20143.0,KS,OTTAWA,1,20143.0,1
20145.0,KS,PAWNEE,1,20145.0,1
20147.0,KS,PHILLIPS,1,20147.0,1
20149.0,KS,POTTAWATOMIE,1,20149.0,1
20151.0,KS,PRATT,1,20151.0,1
20153.0,KS,RAWLINS,1,20153.0,1
20155.0,KS,RENO,1,20155.0,1
20157.0,KS,REPUBLIC,1,20157.0,1
20159.0,KS,RICE,1,20159.0,1
20161.0,KS,RILEY,1,20161.0,0
20163.0,KS,ROOKS,1,20163.0,1
20165.0,KS,RUSH,1,20165.0,1
20167.0,KS,RUSSELL,1,20167.0,1
20169.0,KS,SALINE,1,20169.0,1
20171.0,KS,SCOTT,1,20171.0,1
20173.0,KS,SEDGWICK,1,20173.0,1
20175.0,KS,SEWARD,1,20175.0,1
20177.0,KS,SHAWNEE,1,20177.0,0
20179.0,KS,SHERIDAN,1,20179.0,1
20181.0,KS,SHERMAN,1,20181.0,1
20183.0,KS,SMITH,1,20183.0,1
20185.0,KS,STAFFORD,1,20185.0,1
20187.0,KS,STANTON,1,20187.0,1
20189.0,KS,STEVENS,1,20189.0,1
20191.0,KS,SUMNER,1,20191.0,1
20193.0,KS,THOMAS,1,20193.0,1
20195.0,KS,TREGO,1,20195.0,1
20197.0,KS,WABAUNSEE,1,20197.0,1
20199.0,KS,WALLACE,1,20199.0,1
20201.0,KS,WASHINGTON,1,20201.0,1
20203.0,KS,WICHITA,1,20203.0,1
20205.0,KS,WILSON,1,20205.0,1
20207.0,KS,WOODSON,1,20207.0,1
20209.0,KS,WYANDOTTE,0,20209.0,0
21001.0,KY,ADAIR,1,21001.0,1
21003.0,KY,ALLEN,1,21003.0,1
21005.0,KY,ANDERSON,1,21005.0,1
21007.0,KY,BALLARD,1,21007.0,1
21009.0,KY,BARREN,1,21009.0,1
21011.0,KY,BATH,1,21011.0,1
21013.0,KY,BELL,1,21013.0,1
21015.0,KY,BOONE,1,21015.0,1
21017.0,KY,BOURBON,1,21017.0,1
21019.0,KY,BOYD,1,21019.0,1
21021.0,KY,BOYLE,1,21021.0,1
21023.0,KY,BRACKEN,1,21023.0,1
21025.0,KY,BREATHITT,1,21025.0,1
21027.0,KY,BRECKINRIDGE,1,21027.0,1
21029.0,KY,BULLITT,1,21029.0,1
21031.0,KY,BUTLER,1,21031.0,1
21033.0,KY,CALDWELL,1,21033.0,1
21035.0,KY,CALLOWAY,1,21035.0,1
21037.0,KY,CAMPBELL,1,21037.0,1
21039.0,KY,CARLISLE,1,21039.0,1
21041.0,KY,CARROLL,1,21041.0,1
21043.0,KY,CARTER,1,21043.0,1
21045.0,KY,CASEY,1,21045.0,1
21047.0,KY,CHRISTIAN,1,21047.0,1
21049.0,KY,CLARK,1,21049.0,1
21051.0,KY,CLAY,1,21051.0,1
21053.0,KY,CLINTON,1,21053.0,1
21055.0,KY,CRITTENDEN,1,21055.0,1
21057.0,KY,CUMBERLAND,1,21057.0,1
21059.0,KY,DAVIESS,1,21059.0,1
21061.0,KY,EDMONSON,1,21061.0,1
21063.0,KY,ELLIOTT,1,21063.0,1
21065.0,KY,ESTILL,1,21065.0,1
21067.0,KY,FAYETTE,0,21067.0,0
21069.0,KY,FLEMING,1,21069.0,1
21071.0,KY,FLOYD,1,21071.0,1
21073.0,KY,FRANKLIN,1,21073.0,1
21075.0,KY,FULTON,1,21075.0,1
21077.0,KY,GALLATIN,1,21077.0,1
21079.0,KY,GARRARD,1,21079.0,1
21081.0,KY,GRANT,1,21081.0,1
21083.0,KY,GRAVES,1,21083.0,1
21085.0,KY,GRAYSON,1,21085.0,1
21087.0,KY,GREEN,1,21087.0,1
21089.0,KY,GREENUP,1,21089.0,1
21091.0,KY,HANCOCK,1,21091.0,1
21093.0,KY,HARDIN,1,21093.0,1
21095.0,KY,HARLAN,1,21095.0,1
21097.0,KY,HARRISON,1,21097.0,1
21099.0,KY,HART,1,21099.0,1
21101.0,KY,HENDERSON,1,21101.0,1
21103.0,KY,HENRY,1,21103.0,1
21105.0,KY,HICKMAN,1,21105.0,1
21107.0,KY,HOPKINS,1,21107.0,1
21109.0,KY,JACKSON,1,21109.0,1
21111.0,KY,JEFFERSON,0,21111.0,0
21113.0,KY,JESSAMINE,1,21113.0,1
21115.0,KY,JOHNSON,1,21115.0,1
21117.0,KY,KENTON,1,21117.0,1
21119.0,KY,KNOTT,1,21119.0,1
21121.0,KY,KNOX,1,21121.0,1
21123.0,KY,LARUE,1,21123.0,1
21125.0,KY,LAUREL,1,21125.0,1
21127.0,KY,LAWRENCE,1,21127.0,1
21129.0,KY,LEE,1,21129.0,1
21131.0,KY,LESLIE,1,21131.0,1
21133.0,KY,LETCHER,1,21133.0,1
21135.0,KY,LEWIS,1,21135.0,1
21137.0,KY,LINCOLN,1,21137.0,1
21139.0,KY,LIVINGSTON,1,21139.0,1
21141.0,KY,LOGAN,1,21141.0,1
21143.0,KY,LYON,1,21143.0,1
21145.0,KY,MCCRACKEN,1,21145.0,1
21147.0,KY,MCCREARY,1,21147.0,1
21149.0,KY,MCLEAN,1,21149.0,1
21151.0,KY,MADISON,1,21151.0,1
21153.0,KY,MAGOFFIN,1,21153.0,1
21155.0,KY,MARION,1,21155.0,1
21157.0,KY,MARSHALL,1,21157.0,1
21159.0,KY,MARTIN,1,21159.0,1
21161.0,KY,MASON,1,21161.0,1
21163.0,KY,MEADE,1,21163.0,1
21165.0,KY,MENIFEE,1,21165.0,1
21167.0,KY,MERCER,1,21167.0,1
21169.0,KY,METCALFE,1,21169.0,1
21171.0,KY,MONROE,1,21171.0,1
21173.0,KY,MONTGOMERY,1,21173.0,1
21175.0,KY,MORGAN,1,21175.0,1
21177.0,KY,MUHLENBERG,1,21177.0,1
21179.0,KY,NELSON,1,21179.0,1
21181.0,KY,NICHOLAS,1,21181.0,1
21183.0,KY,OHIO,1,21183.0,1
21185.0,KY,OLDHAM,1,21185.0,1
21187.0,KY,OWEN,1,21187.0,1
21189.0,KY,OWSLEY,1,21189.0,1
21191.0,KY,PENDLETON,1,21191.0,1
21193.0,KY,PERRY,1,21193.0,1
21195.0,KY,PIKE,1,21195.0,1
21197.0,KY,POWELL,1,21197.0,1
21199.0,KY,PULASKI,1,21199.0,1
21201.0,KY,ROBERTSON,1,21201.0,1
21203.0,KY,ROCKCASTLE,1,21203.0,1
21205.0,KY,ROWAN,1,21205.0,1
21207.0,KY,RUSSELL,1,21207.0,1
21209.0,KY,SCOTT,1,21209.0,1
21211.0,KY,SHELBY,1,21211.0,1
21213.0,KY,SIMPSON,1,21213.0,1
21215.0,KY,SPENCER,1,21215.0,1
21217.0,KY,TAYLOR,1,21217.0,1
21219.0,KY,TODD,1,21219.0,1
21221.0,KY,TRIGG,1,21221.0,1
21223.0,KY,TRIMBLE,1,21223.0,1
21225.0,KY,UNION,1,21225.0,1
21227.0,KY,WARREN,1,21227.0,1
21229.0,KY,WASHINGTON,1,21229.0,1
21231.0,KY,WAYNE,1,21231.0,1
21233.0,KY,WEBSTER,1,21233.0,1
21235.0,KY,WHITLEY,1,21235.0,1
21237.0,KY,WOLFE,1,21237.0,1
21239.0,KY,WOODFORD,1,21239.0,1
22001.0,LA,ACADIA,1,22001.0,1
22003.0,LA,ALLEN,1,22003.0,1
22005.0,LA,ASCENSION,1,22005.0,1
22007.0,LA,ASSUMPTION,1,22007.0,1
22009.0,LA,AVOYELLES,1,22009.0,1
22011.0,LA,BEAUREGARD,1,22011.0,1
22013.0,LA,BIENVILLE,1,22013.0,1
22015.0,LA,BOSSIER,1,22015.0,1
22017.0,LA,CADDO,0,22017.0,0
22019.0,LA,CALCASIEU,1,22019.0,1
22021.0,LA,CALDWELL,1,22021.0,1
22023.0,LA,CAMERON,1,22023.0,1
22025.0,LA,CATAHOULA,1,22025.0,1
22027.0,LA,CLAIBORNE,1,22027.0,1
22029.0,LA,CONCORDIA,1,22029.0,1
22031.0,LA,DE SOTO,1,22031.0,1
22033.0,LA,EAST BATON ROUGE,0,22033.0,0
22035.0,LA,EAST CARROLL,0,22035.0,0
22037.0,LA,EAST FELICIANA,1,22037.0,1
22039.0,LA,EVANGELINE,1,22039.0,1
22041.0,LA,FRANKLIN,1,22041.0,1
22043.0,LA,GRANT,1,22043.0,1
22045.0,LA,IBERIA,1,22045.0,1
22047.0,LA,IBERVILLE,0,22047.0,0
22049.0,LA,JACKSON,1,22049.0,1
22051.0,LA,JEFFERSON,1,22051.0,1
22053.0,LA,JEFFERSON DAVIS,1,22053.0,1
22055.0,LA,LAFAYETTE,1,22055.0,1
22057.0,LA,LAFOURCHE,1,22057.0,1
22059.0,LA,LA SALLE,1,22059.0,1
22061.0,LA,LINCOLN,1,22061.0,1
22063.0,LA,LIVINGSTON,1,22063.0,1
22065.0,LA,MADISON,0,22065.0,0
22067.0,LA,MOREHOUSE,1,22067.0,1
22069.0,LA,NATCHITOCHES,1,22069.0,1
22071.0,LA,ORLEANS,0,22071.0,0
22073.0,LA,OUACHITA,1,22073.0,1
22075.0,LA,PLAQUEMINES,1,22075.0,1
22077.0,LA,POINTE COUPEE,1,22077.0,1
22079.0,LA,RAPIDES,1,22079.0,1
22081.0,LA,RED RIVER,1,22081.0,1
22083.0,LA,RICHLAND,1,22083.0,1
22085.0,LA,SABINE,1,22085.0,1
22087.0,LA,ST. BERNARD,1,22087.0,1
22089.0,LA,ST. CHARLES,1,22089.0,1
22091.0,LA,ST. HELENA,0,22091.0,0
22093.0,LA,ST. JAMES,0,22093.0,0
22095.0,LA,ST. JOHN THE BAPTIST,0,22095.0,0
22097.0,LA,ST. LANDRY,1,22097.0,1
22099.0,LA,ST. MARTIN,1,22099.0,1
22101.0,LA,ST. MARY,1,22101.0,1
22103.0,LA,ST. TAMMANY,1,22103.0,1
22105.0,LA,TANGIPAHOA,1,22105.0,1
22107.0,LA,TENSAS,0,22107.0,0
22109.0,LA,TERREBONNE,1,22109.0,1
22111.0,LA,UNION,1,22111.0,1
22113.0,LA,VERMILION,1,22113.0,1
22115.0,LA,VERNON,1,22115.0,1
22117.0,LA,WASHINGTON,1,22117.0,1
