,all_skew_diff,1620_skew_diff,FIPS,county,state,Population(2010),Latitude,Longitude
304,3.37,0.8900000000000006,12021.0,COLLIER,FL,321520,26.11871,-81.40088
2658,13.399999999999999,0.889999999999997,48327.0,MENARD,TX,2242,30.8837,-99.85493
3,11.899999999999999,0.8800000000000026,1007.0,BIBB,AL,22915,33.01589,-87.12714
201,13.620000000000001,0.8800000000000008,6083.0,SANTA BARBARA,CA,423895,34.53737,-120.03848
666,5.845000000000001,0.8799999999999999,17197.0,WILL,IL,677560,41.44847,-87.97845
2258,10.280000000000001,0.879999999999999,42083.0,MCKEAN,PA,43450,41.81459,-78.57246
301,8.399999999999999,0.879999999999999,12015.0,CHARLOTTE,FL,159978,26.86882,-81.94085
953,7.764999999999999,0.8799999999999955,20185.0,STAFFORD,KS,4437,38.03563,-98.71988
1640,10.865,0.8799999999999955,31027.0,CEDAR,NE,8852,42.60451,-97.25682
1655,7.85,0.8700000000000045,31057.0,DUNDY,NE,2008,40.18016,-101.68113
1084,22.490000000000002,0.870000000000001,21237.0,WOLFE,KY,7355,37.74377,-83.49506
2666,18.884999999999998,0.870000000000001,48343.0,MORRIS,TX,12934,33.11646,-94.73126
1506,10.105,0.870000000000001,29101.0,JOHNSON,MO,52595,38.74588,-93.80599
1145,6.015,0.870000000000001,22119.0,WEBSTER,LA,41207,32.73215,-93.33982
2401,21.55,0.870000000000001,47003.0,BEDFORD,TN,45058,35.51366,-86.45829
325,8.399999999999999,0.8700000000000001,12065.0,JEFFERSON,FL,14761,30.42455,-83.89085
328,1.1849999999999996,0.8699999999999992,12071.0,LEE,FL,618754,26.55213,-81.89225
320,6.1000000000000005,0.8699999999999974,12055.0,HIGHLANDS,FL,98786,27.34262,-81.34092
1988,6.324999999999999,0.8599999999999994,38051.0,MCINTOSH,ND,2809,46.11703,-99.44304
2980,11.96,0.8599999999999994,54031.0,HARDY,WV,14025,39.01081,-78.84364
619,2.4350000000000005,0.8599999999999994,17103.0,LEE,IL,36031,41.74744,-89.29935
2681,13.2,0.8599999999999994,48373.0,POLK,TX,45413,30.78455,-94.83733
1693,11.59,0.8500000000000014,31133.0,PAWNEE,NE,2773,40.13785,-96.24522
1118,6.135,0.8499999999999996,22065.0,MADISON,LA,12093,32.36582,-91.24072
2037,8.41,0.8499999999999996,39043.0,ERIE,OH,77079,41.554,-82.52589
1451,9.1,0.8499999999999979,28155.0,WEBSTER,MS,10253,33.61204,-89.28383
2444,15.280000000000001,0.8499999999999979,47089.0,JEFFERSON,TN,51407,36.04847,-83.44096
227,5.719999999999999,0.8400000000000034,8017.0,CHEYENNE,CO,1836,38.83538,-102.60458
207,7.425000000000001,0.8400000000000016,6095.0,SOLANO,CA,413344,38.26722,-121.93959
620,9.215,0.8399999999999999,17105.0,LIVINGSTON,IL,38950,40.89437,-88.55285
572,17.520000000000003,0.8399999999999999,17009.0,BROWN,IL,6937,39.96206,-90.75031
1110,6.4750000000000005,0.8399999999999999,22049.0,JACKSON,LA,16274,32.30448,-92.55667
1232,7.415000000000001,0.8399999999999999,26057.0,GRATIOT,MI,42476,43.29232,-84.60469
2050,5.6,0.8399999999999999,39069.0,HENRY,OH,28215,41.33507,-84.06588
1061,14.16,0.8399999999999999,21191.0,PENDLETON,KY,14877,38.69076,-84.35404
1340,7.1049999999999995,0.8399999999999999,27107.0,NORMAN,MN,6852,47.32947,-96.4638
3103,3.289999999999999,0.8399999999999963,56023.0,LINCOLN,WY,18106,42.22878,-110.67984
952,8.845,0.8399999999999963,20183.0,SMITH,KS,3853,39.78466,-98.78543
1399,8.22,0.8300000000000054,28051.0,HOLMES,MS,19198,33.12594,-90.09119
48,1.6750000000000003,0.8300000000000001,1097.0,MOBILE,AL,412992,30.68457,-88.19656
1269,4.885000000000001,0.8300000000000001,26131.0,ONTONAGON,MI,6780,47.2166,-89.50046
1521,15.035000000000002,0.8299999999999983,29131.0,MILLER,MO,24748,38.21672,-92.42987
964,12.975000000000001,0.8299999999999983,20207.0,WOODSON,KS,3309,37.88848,-95.75755
28,18.740000000000002,0.8299999999999983,1057.0,FAYETTE,AL,17241,33.73224,-87.75204
1546,20.340000000000003,0.8200000000000003,29181.0,RIPLEY,MO,14100,36.6489,-90.86706
694,8.190000000000001,0.8200000000000003,18049.0,FULTON,IN,20836,41.05038,-86.265
570,15.09,0.8200000000000003,17005.0,BOND,IL,17768,38.88592,-89.43659
2937,1.9299999999999997,0.8200000000000003,53023.0,GARFIELD,WA,2266,46.42947,-117.53671
3047,1.7450000000000006,0.8200000000000003,55055.0,JEFFERSON,WI,83686,43.0138,-88.77398
2042,17.39,0.8200000000000003,39053.0,GALLIA,OH,30934,38.81704,-82.30174
355,14.365000000000002,0.8200000000000003,12123.0,TAYLOR,FL,22570,30.01694,-83.61641
720,12.535,0.8200000000000003,18101.0,MARTIN,IN,10334,38.70532,-86.80184
1432,15.574999999999998,0.8200000000000003,28117.0,PRENTISS,MS,25276,34.62086,-88.52224
1482,9.445,0.8200000000000003,29053.0,COOPER,MO,17601,38.84538,-92.81232
3038,9.425,0.8100000000000023,55037.0,FLORENCE,WI,4423,45.84964,-88.40032
1642,4.939999999999998,0.8100000000000023,31031.0,CHERRY,NE,5713,42.56698,-101.07262
645,12.625,0.8100000000000005,17155.0,PUTNAM,IL,6006,41.19894,-89.29838
1212,11.79,0.8100000000000005,26017.0,BAY,MI,107771,43.69971,-83.9787
1860,7.525,0.8099999999999987,36119.0,WESTCHESTER,NY,949113,41.15277,-73.74591
1558,19.225,0.8099999999999952,29207.0,STODDARD,MO,29968,36.85542,-89.94173
2360,12.514999999999999,0.8000000000000007,46053.0,GREGORY,SD,4271,43.17909,-99.20215
1997,5.929999999999998,0.8000000000000007,38069.0,PIERCE,ND,4357,48.23888,-99.96649
1011,12.239999999999998,0.8000000000000007,21091.0,HANCOCK,KY,8565,37.84338,-86.79277
1335,17.814999999999998,0.8000000000000007,27097.0,MORRISON,MN,33198,46.02048,-94.26661
1799,2.9200000000000017,0.8000000000000007,35059.0,UNION,NM,4549,36.48808,-103.47572
1728,8.869999999999997,0.7999999999999972,32017.0,LINCOLN,NV,5345,37.6346,-114.86303
942,9.150000000000002,0.7999999999999972,20163.0,ROOKS,KS,5181,39.346,-99.32449
1550,22.240000000000002,0.7900000000000027,29187.0,ST. FRANCOIS,MO,65359,37.8107,-90.47386
2958,5.73,0.7900000000000027,53065.0,STEVENS,WA,43531,48.39064,-117.85489
164,1.5499999999999998,0.7900000000000009,6009.0,CALAVERAS,CA,45578,38.18784,-120.55511
638,1.6999999999999993,0.7900000000000009,17141.0,OGLE,IL,53497,42.04188,-89.32017
969,26.46,0.7899999999999991,21007.0,BALLARD,KY,8249,37.05112,-89.00917
1687,7.234999999999998,0.7899999999999991,31121.0,MERRICK,NE,7845,41.1698,-98.03105
1202,5.294999999999998,0.7899999999999991,25025.0,SUFFOLK,MA,722023,42.33196,-71.02017
1377,1.8049999999999997,0.7899999999999991,28007.0,ATTALA,MS,19564,33.09047,-89.58862
47,17.635,0.7899999999999991,1095.0,MARSHALL,AL,93019,34.30956,-86.32166
539,0.6099999999999994,0.7899999999999991,16031.0,CASSIA,ID,22952,42.28863,-113.60549
2603,11.375,0.7899999999999991,48217.0,HILL,TX,35089,31.98224,-97.12988
655,11.16,0.7899999999999991,17175.0,STARK,IL,5994,41.0969,-89.79741
1990,12.33,0.7800000000000011,38055.0,MCLEAN,ND,8962,47.65305,-101.42179
2243,10.855,0.7800000000000011,42053.0,FOREST,PA,7716,41.5133,-79.2497
1601,2.5,0.7800000000000011,30061.0,MINERAL,MT,4223,47.15521,-115.06455
2103,9.965,0.7800000000000011,39175.0,WYANDOT,OH,22615,40.84012,-83.31317
2417,17.545,0.7800000000000011,47035.0,CUMBERLAND,TN,56053,35.95239,-84.99476
579,13.434999999999999,0.7800000000000011,17023.0,CLARK,IL,16335,39.33236,-87.79168
1552,16.3,0.7800000000000011,29195.0,SALINE,MO,23370,39.13584,-93.20416
1382,2.225,0.7799999999999998,28017.0,CHICKASAW,MS,17392,33.92165,-88.9458
175,6.1800000000000015,0.7799999999999994,6031.0,KINGS,CA,152982,36.07247,-119.81553
333,2.9149999999999996,0.7799999999999994,12081.0,MANATEE,FL,322833,27.48138,-82.36578
331,19.645,0.7799999999999976,12077.0,LIBERTY,FL,8365,30.25984,-84.86858
532,4.685,0.7799999999999976,16017.0,BONNER,ID,40877,48.31251,-116.59694
2663,17.125,0.779999999999994,48337.0,MONTAGUE,TX,19719,33.67628,-97.72474
688,2.9700000000000006,0.7700000000000031,18037.0,DUBOIS,IN,41889,38.37334,-86.87338
1612,11.335,0.7700000000000031,30083.0,RICHLAND,MT,9746,47.78551,-104.56338
864,12.715,0.7700000000000031,20007.0,BARBER,KS,4861,37.2229,-98.68505
654,16.815,0.7700000000000031,17173.0,SHELBY,IL,22363,39.38492,-88.79886
1772,4.385,0.7700000000000005,35007.0,COLFAX,NM,13750,36.61296,-104.64012
1422,2.745,0.7700000000000005,28097.0,MONTGOMERY,MS,10925,33.50071,-89.63962
1542,21.04,0.7699999999999996,29173.0,RALLS,MO,10167,39.55345,-91.52478
621,4.805000000000001,0.7699999999999996,17107.0,LOGAN,IL,30305,40.12907,-89.3653
1790,3.035,0.7600000000000016,35041.0,ROOSEVELT,NM,19846,34.02145,-103.48272
49,2.0700000000000003,0.7600000000000007,1099.0,MONROE,AL,23068,31.58033,-87.38326
552,7.214999999999999,0.7600000000000002,16057.0,LATAH,ID,37244,46.81892,-116.73097
656,0.9749999999999996,0.7599999999999998,17177.0,STEPHENSON,IL,47711,42.34972,-89.66599
1389,1.2950000000000008,0.7599999999999998,28031.0,COVINGTON,MS,19568,31.63333,-89.54889
2592,1.7600000000000016,0.759999999999998,48195.0,HANSFORD,TX,5613,36.27284,-101.35693
2249,12.200000000000001,0.759999999999998,42065.0,JEFFERSON,PA,45200,41.13028,-78.99904
590,14.77,0.759999999999998,17045.0,EDGAR,IL,18576,39.67903,-87.74711
982,16.2,0.759999999999998,21033.0,CALDWELL,KY,12984,37.14864,-87.87051
919,11.55,0.759999999999998,20117.0,MARSHALL,KS,10117,39.7827,-96.52124
1010,21.455,0.75,21089.0,GREENUP,KY,36910,38.56359,-82.93383
1276,4.744999999999999,0.75,26145.0,SAGINAW,MI,200169,43.32826,-84.05541
1303,12.065,0.75,27033.0,COTTONWOOD,MN,11687,44.01071,-95.18313
2277,11.235,0.75,42121.0,VENANGO,PA,54984,41.40198,-79.75441
186,10.564999999999998,0.75,6053.0,MONTEREY,CA,415057,36.2401,-121.31557
3045,11.395,0.75,55051.0,IRON,WI,5916,46.32655,-90.26129
1379,1.9850000000000003,0.75,28011.0,BOLIVAR,MS,34145,33.79927,-90.88447
1421,7.115,0.75,28095.0,MONROE,MS,36989,33.89003,-88.48503
561,4.614999999999998,0.75,16075.0,PAYETTE,ID,22623,44.00274,-116.74865
1407,2.485000000000001,0.740000000000002,28067.0,JONES,MS,67761,31.62104,-89.16726
664,17.995,0.740000000000002,17193.0,WHITE,IL,14665,38.08737,-88.17858
3035,11.830000000000002,0.7400000000000002,55031.0,DOUGLAS,WI,44159,46.46331,-91.89258
708,8.495000000000001,0.7399999999999984,18077.0,JEFFERSON,IN,32428,38.7836,-85.44009
61,6.1000000000000005,0.7399999999999984,1123.0,TALLAPOOSA,AL,41616,32.86336,-85.79955
1788,5.829999999999999,0.7399999999999984,35037.0,QUAY,NM,9041,35.10701,-103.54807
1620,2.115,0.7300000000000004,30099.0,TETON,MT,6073,47.81903,-112.28172
169,10.21,0.7300000000000004,6019.0,FRESNO,CA,930450,36.761,-119.65501
1387,9.360000000000001,0.7300000000000004,28027.0,COAHOMA,MS,26151,34.22867,-90.60316
1469,12.990000000000002,0.7300000000000004,29027.0,CALLAWAY,MO,44332,38.83596,-91.92408
924,8.685,0.7300000000000004,20127.0,MORRIS,KS,5923,38.68769,-96.6449
1463,18.695,0.7300000000000004,29015.0,BENTON,MO,19056,38.30103,-93.28794
642,18.950000000000003,0.7300000000000004,17149.0,PIKE,IL,16430,39.6251,-90.88903
2695,6.6,0.7300000000000004,48401.0,RUSK,TX,53330,32.10942,-94.75638
3010,17.865,0.7300000000000004,54091.0,TAYLOR,WV,16895,39.32907,-80.04562
2220,12.254999999999999,0.7299999999999986,42007.0,BEAVER,PA,170539,40.68414,-80.35072
2436,19.634999999999998,0.7299999999999969,47073.0,HAWKINS,TN,56833,36.4522,-82.93138
351,1.87,0.7200000000000006,12115.0,SARASOTA,FL,379448,27.18438,-82.36583
32,0.835,0.7200000000000006,1065.0,HALE,AL,15760,32.75279,-87.62306
1036,13.049999999999999,0.7199999999999989,21141.0,LOGAN,KY,26835,36.85982,-86.88143
670,5.685000000000002,0.7199999999999989,18001.0,ADAMS,IN,34387,40.74573,-84.93613
602,21.634999999999998,0.7199999999999989,17069.0,HARDIN,IL,4320,37.51785,-88.26614
1986,10.984999999999998,0.7199999999999989,38047.0,LOGAN,ND,1990,46.46927,-99.50458
677,10.555,0.7199999999999989,18015.0,CARROLL,IN,20155,40.58498,-86.56514
2368,8.935,0.7199999999999989,46069.0,HYDE,SD,1420,44.5373,-99.49214
2613,15.170000000000002,0.7199999999999989,48237.0,JACK,TX,9044,33.23227,-98.1719
1034,13.195,0.7100000000000009,21137.0,LINCOLN,KY,24742,37.45725,-84.65807
2455,28.035,0.7100000000000009,47111.0,MACON,TN,22248,36.53783,-86.00123
2445,14.580000000000002,0.7100000000000009,47091.0,JOHNSON,TN,18244,36.4532,-81.86123
2994,44.335,0.7100000000000009,54059.0,MINGO,WV,26839,37.72115,-82.15899
2589,2.215,0.7099999999999973,48189.0,HALE,TX,36273,34.06843,-101.82288
1618,4.765000000000001,0.7099999999999973,30095.0,STILLWATER,MT,9117,45.66349,-109.39175
2089,7.8,0.7099999999999973,39147.0,SENECA,OH,56745,41.12,-83.12743
2021,9.340000000000002,0.7000000000000028,39011.0,AUGLAIZE,OH,45949,40.5613,-84.22401
1080,6.27,0.6999999999999993,21229.0,WASHINGTON,KY,11717,37.7542,-85.17541
2085,10.120000000000001,0.6999999999999993,39139.0,RICHLAND,OH,124475,40.77416,-82.54271
2351,6.679999999999999,0.6999999999999993,46035.0,DAVISON,SD,19504,43.68043,-98.15586
759,6.765000000000001,0.6999999999999993,18179.0,WELLS,IN,27636,40.73527,-85.21297
950,8.645,0.6999999999999957,20179.0,SHERIDAN,KS,2556,39.35054,-100.4412
345,1.385,0.69,12103.0,PINELLAS,FL,916542,27.90312,-82.73951
2672,3.6650000000000005,0.69,48355.0,NUECES,TX,340223,27.7394,-97.52164
1136,8.969999999999999,0.6899999999999995,22101.0,ST. MARY,LA,54650,29.62934,-91.4638
2596,10.739999999999998,0.6899999999999977,48203.0,HARRISON,TX,65631,32.54799,-94.37442
1013,32.22,0.6899999999999977,21095.0,HARLAN,KY,29278,36.85922,-83.22149
1375,21.71,0.6800000000000033,28003.0,ALCORN,MS,37057,34.88664,-88.58101
914,19.005000000000003,0.6800000000000033,20107.0,LINN,KS,9656,38.21654,-94.84493
1240,2.4450000000000003,0.6799999999999999,26073.0,ISABELLA,MI,70311,43.64523,-84.83942
1067,7.77,0.6799999999999997,21203.0,ROCKCASTLE,KY,17056,37.36122,-84.31441
1189,5.154999999999998,0.6799999999999997,24510.0,BALTIMORE CITY,MD,620961,39.30021,-76.61051
2473,19.475,0.6799999999999997,47147.0,ROBERTSON,TN,66283,36.52753,-86.86937
660,10.629999999999999,0.6799999999999997,17185.0,WABASH,IL,11947,38.44582,-87.83916
674,12.96,0.6799999999999997,18009.0,BLACKFORD,IN,12766,40.47267,-85.32373
1982,9.424999999999999,0.6799999999999997,38039.0,GRIGGS,ND,2420,47.46346,-98.23244
2278,13.975000000000001,0.6799999999999997,42123.0,WARREN,PA,41815,41.84366,-79.31317
2987,39.9,0.6799999999999962,54045.0,LOGAN,WV,36743,37.83059,-81.94085
2575,12.879999999999999,0.6700000000000017,48161.0,FREESTONE,TX,19816,31.70165,-96.14423
605,9.979999999999999,0.6700000000000017,17075.0,IROQUOIS,IL,29718,40.74886,-87.8336
2985,16.965,0.6700000000000017,54041.0,LEWIS,WV,16372,38.98884,-80.49551
2471,18.08,0.6700000000000017,47143.0,RHEA,TN,31809,35.60058,-84.94955
587,11.594999999999999,0.6700000000000017,17039.0,DE WITT,IL,16561,40.18149,-88.90185
1492,13.265,0.6700000000000017,29073.0,GASCONADE,MO,15222,38.44118,-91.50578
1487,19.05,0.6700000000000017,29063.0,DEKALB,MO,12892,39.89466,-94.40719
599,7.535,0.6699999999999999,17063.0,GRUNDY,IL,50063,41.29241,-88.40105
312,1.799999999999999,0.6699999999999982,12039.0,GADSDEN,FL,46389,30.57917,-84.61278
2338,13.51,0.6699999999999982,46009.0,BON HOMME,SD,7070,42.98603,-97.88561
988,7.115,0.6699999999999946,21045.0,CASEY,KY,15955,37.32196,-84.92822
1531,14.26,0.6600000000000037,29151.0,OSAGE,MO,13878,38.46425,-91.8595
1499,16.909999999999997,0.6600000000000037,29087.0,HOLT,MO,4912,40.09572,-95.21907
1446,12.665000000000001,0.6600000000000037,28145.0,UNION,MS,27134,34.4891,-89.0023
959,5.170000000000002,0.6600000000000001,20197.0,WABAUNSEE,KS,7053,38.95515,-96.20126
3068,12.475,0.6600000000000001,55095.0,POLK,WI,44205,45.46803,-92.45315
1513,20.325,0.6600000000000001,29115.0,LINN,MO,12761,39.86444,-93.10801
2604,1.790000000000001,0.6600000000000001,48219.0,HOCKLEY,TX,22935,33.60593,-102.34339
1455,6.08,0.6600000000000001,28163.0,YAZOO,MS,28065,32.76567,-90.38792
3080,13.065000000000001,0.6600000000000001,55119.0,TAYLOR,WI,20689,45.21165,-90.50485
1794,6.939999999999998,0.6600000000000001,35049.0,SANTA FE,NM,144170,35.51372,-105.96644
1658,5.645,0.6599999999999966,31063.0,FRONTIER,NE,2756,40.53094,-100.40668
600,22.395,0.6500000000000021,17065.0,HAMILTON,IL,8457,38.08522,-88.539
1320,8.149999999999999,0.6500000000000004,27067.0,KANDIYOHI,MN,42239,45.15271,-95.00498
198,9.5,0.6500000000000004,6077.0,SAN JOAQUIN,CA,685306,37.93503,-121.27223
1685,10.679999999999996,0.6499999999999986,31117.0,MCPHERSON,NE,539,41.59647,-101.06023
208,9.375,0.6499999999999986,6097.0,SONOMA,CA,483878,38.53257,-122.94519
554,3.8400000000000016,0.6499999999999986,16061.0,LEWIS,ID,3821,46.23632,-116.42376
2437,4.37,0.6400000000000006,47075.0,HAYWOOD,TN,18787,35.58669,-89.28253
2248,13.025,0.6400000000000006,42063.0,INDIANA,PA,88880,40.65143,-79.08754
1977,14.185,0.6400000000000006,38029.0,EMMONS,ND,3550,46.28425,-100.23784
3067,8.440000000000001,0.6400000000000006,55093.0,PIERCE,WI,41019,44.72533,-92.42627
939,5.344999999999997,0.6400000000000006,20157.0,REPUBLIC,KS,4980,39.82891,-97.65092
1996,9.059999999999999,0.6400000000000006,38067.0,PEMBINA,ND,7413,48.76689,-97.5454
1576,1.5199999999999996,0.6400000000000006,30011.0,CARTER,MT,1160,45.51682,-104.51532
878,6.900000000000001,0.6400000000000006,20035.0,COWLEY,KS,36311,37.2345,-96.83724
2090,13.395000000000001,0.6400000000000006,39149.0,SHELBY,OH,49423,40.33668,-84.20414
1974,17.744999999999997,0.6400000000000006,38023.0,DIVIDE,ND,2071,48.81814,-103.49765
2236,10.885,0.639999999999997,42039.0,CRAWFORD,PA,88765,41.68684,-80.10781
1006,13.995000000000001,0.639999999999997,21081.0,GRANT,KY,24662,38.64921,-84.62594
2274,10.055,0.639999999999997,42115.0,SUSQUEHANNA,PA,43356,41.81966,-75.80096
1209,18.75,0.6300000000000026,26011.0,ARENAC,MI,15899,44.03687,-83.74067
33,8.465,0.6300000000000026,1067.0,HENRY,AL,17302,31.51697,-85.23997
13,13.500000000000002,0.629999999999999,1027.0,CLAY,AL,13932,33.2678,-85.86205
1127,4.97,0.629999999999999,22083.0,RICHLAND,LA,20725,32.41812,-91.75837
3039,2.4000000000000004,0.629999999999999,55039.0,FOND DU LAC,WI,101633,43.75472,-88.49328
2531,9.154999999999998,0.629999999999999,48073.0,CHEROKEE,TX,50845,31.84385,-95.1565
2240,17.314999999999998,0.620000000000001,42047.0,ELK,PA,31946,41.42733,-78.65393
628,20.615,0.620000000000001,17121.0,MARION,IL,39437,38.64839,-88.92022
1428,8.639999999999999,0.6199999999999974,28109.0,PEARL RIVER,MS,55834,30.77379,-89.58683
2389,17.295,0.6199999999999974,46111.0,SANBORN,SD,2355,44.02103,-98.0921
2530,9.305,0.6199999999999974,48071.0,CHAMBERS,TX,35096,29.70393,-94.66887
951,10.294999999999998,0.6199999999999974,20181.0,SHERMAN,KS,6010,39.35135,-101.71985
2642,4.849999999999998,0.6199999999999974,48295.0,LIPSCOMB,TX,3302,36.2802,-100.27268
2975,18.475,0.610000000000003,54021.0,GILMER,WV,8693,38.91586,-80.8494
1554,17.965,0.610000000000003,29199.0,SCOTLAND,MO,4843,40.44768,-92.14282
1095,12.004999999999999,0.610000000000003,22019.0,CALCASIEU,LA,192768,30.22955,-93.35801
2608,6.954999999999998,0.6099999999999994,48227.0,HOWARD,TX,35012,32.30358,-101.43853
742,6.8149999999999995,0.6099999999999994,18145.0,SHELBY,IN,44436,39.52413,-85.79217
1989,14.035000000000004,0.6099999999999994,38053.0,MCKENZIE,ND,6360,47.74247,-103.40321
222,9.06,0.6099999999999994,8009.0,BACA,CO,3788,37.30314,-102.53545
2503,0.5400000000000009,0.6099999999999994,48017.0,BAILEY,TX,7165,34.06752,-102.83034
870,9.379999999999999,0.6099999999999994,20019.0,CHAUTAUQUA,KS,3669,37.15425,-96.24539
1416,2.2249999999999996,0.6000000000000014,28085.0,LINCOLN,MS,34869,31.53521,-90.45356
933,6.679999999999999,0.6000000000000014,20145.0,PAWNEE,KS,6973,38.18287,-99.23215
1515,12.750000000000004,0.6000000000000014,29119.0,MCDONALD,MO,23083,36.63021,-94.34395
3060,8.469999999999999,0.6000000000000014,55079.0,MILWAUKEE,WI,947735,43.01765,-87.48157
3021,5.44,0.6000000000000005,55003.0,ASHLAND,WI,16157,46.54629,-90.66515
1777,0.47999999999999976,0.5999999999999996,35017.0,GRANT,NM,29514,32.73208,-108.3815
12,1.9999999999999996,0.5999999999999996,1025.0,CLARKE,AL,25833,31.68552,-87.81862
2587,12.035,0.5999999999999979,48185.0,GRIMES,TX,26604,30.54323,-95.98808
595,24.055,0.5999999999999979,17055.0,FRANKLIN,IL,39561,37.99184,-88.92624
2634,2.679999999999998,0.5999999999999979,48279.0,LAMB,TX,13977,34.06886,-102.34801
3009,21.895,0.5999999999999979,54089.0,SUMMERS,WV,13927,37.656,-80.85631
1670,9.08,0.5999999999999943,31087.0,HITCHCOCK,NE,2908,40.17689,-101.04421
960,6.98,0.5900000000000034,20199.0,WALLACE,KS,1485,38.92662,-101.7711
2378,5.275,0.5900000000000034,46089.0,MCPHERSON,SD,2459,45.78424,-99.21142
2637,14.35,0.5900000000000034,48285.0,LAVACA,TX,19263,29.38257,-96.92363
1324,8.275,0.5900000000000001,27075.0,LAKE,MN,10866,47.51711,-91.4117
2061,10.475,0.5899999999999999,39091.0,LOGAN,OH,45858,40.38755,-83.76634
2100,5.829999999999999,0.5899999999999999,39169.0,WAYNE,OH,114520,40.82966,-81.88719
930,10.425,0.5899999999999999,20139.0,OSAGE,KS,16295,38.6497,-95.72727
1251,10.084999999999999,0.5899999999999999,26095.0,LUCE,MI,6631,46.9406,-85.58236
2421,23.575,0.5899999999999999,47043.0,DICKSON,TN,49666,36.14553,-87.36415
2986,29.855,0.5899999999999999,54043.0,LINCOLN,WV,21720,38.17165,-82.07754
1054,25.9,0.5899999999999999,21177.0,MUHLENBERG,KY,31499,37.21381,-87.13409
59,2.860000000000001,0.5899999999999999,1119.0,SUMTER,AL,13763,32.59748,-88.20005
1025,43.525,0.5899999999999999,21119.0,KNOTT,KY,16346,37.3547,-82.94913
180,11.780000000000001,0.5899999999999963,6041.0,MARIN,CA,252409,38.05181,-122.74597
1091,14.634999999999998,0.5899999999999963,22011.0,BEAUREGARD,LA,35654,30.64501,-93.34025
932,6.3050000000000015,0.5800000000000054,20143.0,OTTAWA,KS,6091,39.13796,-97.6548
1592,0.5300000000000011,0.5800000000000018,30043.0,JEFFERSON,MT,11406,46.12655,-112.05677
2012,8.35,0.5800000000000018,38099.0,WALSH,ND,11119,48.37697,-97.72223
209,7.465000000000001,0.58,6099.0,STANISLAUS,CA,514453,37.56238,-121.00265
2640,14.005,0.5799999999999983,48291.0,LIBERTY,TX,75643,30.16218,-94.82268
1393,13.894999999999998,0.5799999999999983,28039.0,GEORGE,MS,22578,30.85543,-88.64226
42,1.3750000000000018,0.5799999999999983,1085.0,LOWNDES,AL,11299,32.14788,-86.65058
2372,9.52,0.5799999999999983,46077.0,KINGSBURY,SD,5148,44.36296,-97.49931
684,11.545000000000002,0.5799999999999983,18029.0,DEARBORN,IN,50047,39.15149,-84.97346
1632,4.390000000000002,0.5700000000000003,31011.0,BOONE,NE,5505,41.7054,-98.06679
2691,7.760000000000002,0.5700000000000003,48393.0,ROBERTS,TX,929,35.83621,-100.80755
1447,0.41500000000000004,0.5700000000000003,28147.0,WALTHALL,MS,15443,31.16449,-90.10343
324,9.970000000000002,0.5700000000000003,12063.0,JACKSON,FL,49746,30.78781,-85.21037
46,23.884999999999998,0.5700000000000003,1093.0,MARION,AL,30776,34.13821,-87.88155
575,9.035,0.5700000000000003,17015.0,CARROLL,IL,15387,42.05908,-89.92648
2068,16.87,0.5600000000000023,39105.0,MEIGS,OH,23770,39.0898,-82.02839
2615,17.63,0.5600000000000023,48241.0,JASPER,TX,35710,30.75293,-94.02229
2450,28.67,0.5600000000000023,47101.0,LEWIS,TN,12161,35.52324,-87.49698
2009,7.804999999999999,0.5600000000000023,38093.0,STUTSMAN,ND,21100,46.9711,-98.95759
2344,7.655000000000003,0.5600000000000023,46021.0,CAMPBELL,SD,1466,45.78224,-100.02795
2078,14.0,0.5599999999999987,39125.0,PAULDING,OH,19614,41.11914,-84.57696
2034,14.184999999999999,0.5599999999999987,39037.0,DARKE,OH,52959,40.13217,-84.62043
2415,21.035,0.5599999999999987,47031.0,COFFEE,TN,52796,35.48875,-86.07821
862,15.75,0.5599999999999987,20003.0,ANDERSON,KS,8102,38.21511,-95.29204
2472,18.035,0.5599999999999987,47145.0,ROANE,TN,54181,35.84747,-84.52386
2029,8.155000000000001,0.5599999999999987,39027.0,CLINTON,OH,42040,39.41404,-83.81454
985,24.545,0.5599999999999952,21039.0,CARLISLE,KY,5104,36.85772,-88.97575
966,7.879999999999999,0.5599999999999952,21001.0,ADAIR,KY,18656,37.10554,-85.2814
1484,13.475,0.5500000000000043,29057.0,DADE,MO,7883,37.43235,-93.85487
1717,11.270000000000001,0.5500000000000007,31181.0,WEBSTER,NE,3812,40.18064,-98.49859
5,6.035,0.5500000000000007,1011.0,BULLOCK,AL,10914,32.10175,-85.71726
2660,16.695,0.5500000000000007,48331.0,MILAM,TX,24757,30.79124,-96.98439
2539,5.545,0.5500000000000007,48089.0,COLORADO,TX,20874,29.5959,-96.50838
1732,4.604999999999999,0.5500000000000007,32027.0,PERSHING,NV,6753,40.43963,-118.40947
1369,7.03,0.5500000000000007,27165.0,WATONWAN,MN,11211,43.97836,-94.61412
607,16.58,0.5500000000000007,17079.0,JASPER,IL,9698,39.00487,-88.15076
1539,13.38,0.5500000000000007,29167.0,POLK,MO,31137,37.61676,-93.40081
2617,2.7300000000000004,0.55,48245.0,JEFFERSON,TX,252273,29.854,-94.14933
1775,7.285,0.5499999999999989,35013.0,DONA ANA,NM,209233,32.35091,-106.83218
